cluster,article_count,cluster_subject_en,coherent,confidence,rationale,model,prompt_version,context_hash,representative_titles,approved_cluster_subject_en,review_status,review_notes
p_108,37,Tourism Development,True,high,"The articles consistently examine the growth, diversification, regulation, capacity, sustainability, and local impacts of the tourism industry, especially in Longyearbyen.",gpt-5.6-sol,contextual-cluster-label-v1,c3b938b21eba072551f11030857362067858a40934cfadc8700694b0700f754c,"[""“The tourism industry does much of what you are calling for—shall we talk?”"", ""Event Tourism in Longyearbyen"", ""“Longyearbyen Needs a Break from Cruise-Traffic Growth”"", ""What They Say About Mass Tourism"", ""Svalbard’s environmental regulations are blocking the desired tourism development"", ""“We are assessed on everything from water quality to nature conservation”"", ""Polar bears out, puppies in"", ""A Year-Round Destination Facing Capacity Challenges"", ""Calls for new tourist fee"", ""Tourism in Longyearbyen"", ""An Organized Working Life Is the Foundation of Family Life"", ""Tourism: A Benefit or a Blight?"", ""Growth creates a need for facilitation and regulation"", ""Developing Destinations from a Green Perspective"", ""Growth creates a need for facilitation and regulation"", ""“No Major Surprises”"", ""Knowledge and Sustainability"", ""Wants More Tourists to Svalbard"", ""Sustainable Destination—What Does That Mean?"", ""Myths and Facts""]",Tourism Development,approved,Generated English label approved.
p_109,54,Environmental land-use regulation,True,medium,"The articles chiefly concern government regulation of access, development, tourism and nature use through environmental rules, protected areas, management plans, consultations and permits. A few cabin and campsite cases are narrower, but they fit the same land-use governance theme.",gpt-5.6-sol,contextual-cluster-label-v1,f60553e729ef30124fffe167eac5be457ed7d263c3d55d4c677d4123e1bd7dcc,"[""“Should be withdrawn”"", ""Gets approval for new warming hut at ski resort"", ""Peace and stability on Svalbard—from a “local’s” perspective"", ""“Many believe we should prioritise Adventdalen”"", ""Seeking permission for summer camping in Ny-Ålesund"", ""Tourism Dispute in Svea"", ""The battle is on now!"", ""Tourism halted in Svea"", ""“We’re fighting with our bare hands”"", ""Sneheim on the verge of collapse"", ""Demands That Government Withdraw Regulatory Proposals"", ""Uproar in the Consultation Process"", ""Marched Against Tighter Restrictions in Longyearbyen"", ""“It Is Important to Allow Enough Time to Listen to Local Voices”"", ""Tourism industry on its knees—with government deadlines still tight"", ""The protection chief visits Svalbard"", ""Proud minister in Svea"", ""Many Fear New Protection Plans"", ""“Many believe we should prioritise Adventdalen”"", ""Nordenskiöld Land National Park expanded""]",Environmental land-use regulation,approved,Generated English label approved.
p_11,118,Visual Arts,False,medium,"Most articles concern artists, exhibitions, galleries, performance art, Artica, and local arts centres. However, several representative items cover unrelated subjects such as an Easter puzzle, holiday photographs, town planning, and reflections on leaving Longyearbyen, so the cluster is not fully coherent.",gpt-5.6-sol,contextual-cluster-label-v1,8875ace711cbbe0152864815d4dd04b3c26a2c0debf0e6524ab0b7c29b14d876,"[""Young people made art with the sun"", ""Christmas fair going ahead"", ""Did you solve this year’s Easter puzzle?"", ""Else Christie Kielland—Artist in Interwar Svalbard"", ""Art for Nature"", ""Stone-crazy, or art with stones?"", ""Festival opens with performance"", ""Taking off in Nybyen"", ""Acquisitions fund buys art"", ""New Art Exhibition by Storø"", ""Flags Raised for the Queen"", ""Easter Atmosphere in and Around Longyearbyen"", ""A house of art in Longyearbyen!"", ""A colourful dance with the wind"", ""Tveter is ready—opening Sunday"", ""Experimenting on a Grand Scale"", ""“We had hoped for and wanted a broader pool of applicants”"", ""A different spring"", ""Ambitious Wishes for the Town"", ""An amateur psychiatric analysis of the phenomenon""]",Visual Arts,approved,Generated English label approved.
p_110,74,Environmental travel restrictions,True,medium,"The cluster predominantly covers rules limiting tourism, cruise operations, snowmobile traffic, sea-ice travel, and wildlife encounters to protect vulnerable environments. A few articles concern related but peripheral matters such as heavy fuel oil, cabins, and industrial transport.",gpt-5.6-sol,contextual-cluster-label-v1,9f971dc47c9b78ff503cbac389840bb1dc2ca60279f5a0b961b8326e4f2c1d85,"[""Take responsibility with us"", ""“We will take a sensible and practical approach”"", ""The destination that is melting"", ""AECO Bans Heavy Fuel Oil"", ""“We Don’t Understand How the Governor Will Enforce This”"", ""Advises against using Sneheim"", ""Business owner frustrated by the situation"", ""“We regret that we have ended up in this situation”"", ""Rindersbukta — traffic and wildlife"", ""Reported for Breaching Regulations"", ""Closed to snowmobiles"", ""We’re all ears"", ""Tourists Fined for Driving on Sea Ice"", ""Wilderness Only When Convenient?"", ""Calls for Ban on Heavy Fuel Oil"", ""Will explain changes to environmental regulations"", ""Environmental Regulations Adopted"", ""Cruise tourism and polar bears"", ""Delighted with Cruise Visit"", ""“The bill must be sent back”""]",Environmental travel restrictions,approved,Generated English label approved.
p_111,43,Svea mine closure and cleanup,True,high,"The clear majority concern the shutdown, decommissioning and environmental restoration of the Svea Nord and Lunckefjell mines, including contracts, costs and final coal extraction. A few articles about Store Norske personnel, Mine 7, housing and local history are peripheral outliers.",gpt-5.6-sol,contextual-cluster-label-v1,fc9d69549de0f5fdb2bf648ef98b6e6a9db883ea65a238c1ef34fbe46138b3e7,"[""“Impressive Environmental Project”"", ""A Melancholy Day for Many"", ""“The Musk Ox Was Right Outside the Front Door”"", ""Apologizes for Environmental Damage in Svea"", ""Anita Leads 34,000"", ""Plans to Extract One Million Tonnes of Coal from Svea Nord"", ""More Tourists to See This"", ""Change of Leadership at Store Norske"", ""This Is What He Thinks of the Government’s Housing Initiative"", ""Svea clean-up costs cut by NOK 300 million"", ""Contract Signed with Hæhre"", ""Seven Contractors Want to Clear Up the Lunckefjell Mine"", ""End of the line for Svea coal"", ""Clean-up in Svea will be far cheaper"", ""Four Bid to Clean Up Svea"", ""Cleanup at Svea almost complete"", ""Dutiful Cleanup Crew"", ""Lunckefjell Fully Cleared"", ""Marked the end of Lunckefjell"", ""“NOK 20 Million in Revenue Will Disappear”""]",Svea mine closure and cleanup,approved,Generated English label approved.
p_112,35,Svea–Lunckefjell Mine Closure,True,high,"The cluster centers on the political decision to end coal mining at Svea and Lunckefjell, opposition to the shutdown, and the cost and execution of cleanup. A few articles provide broader Store Norske or Mine 7 context, but the dominant subject is clearly the Svea–Lunckefjell closure.",gpt-5.6-sol,contextual-cluster-label-v1,6ed4cc75d1b86e0e739f1640e3d9ecc034879f3d81e69c1990e4080689d627b2,"[""Trade unions on the proposed national budget"", ""NHO seeks a rematch over Svea"", ""The Billions in Svea"", ""Calls for Review of Continued Mining"", ""The Labour Party Got It Wrong"", ""The Lunckefjell and Svea Decision Must Be Postponed and Handled by Parliament"", ""Torchlight procession against mine closure"", ""Speaking to Deaf Ears"", ""Committee Calls for Closure"", ""Defended closure plans"", ""Labour Party wants mining to continue in Svea"", ""Future mining: Closure in Svea and Lunckefjell"", ""Store Norske—Community Builder and Cultural Custodian for 100 Years"", ""Over before it began"", ""What Will Clearing Svea Cost?"", ""A visit to the lions’ den"", ""“There’s no shame in turning back”"", ""A Tough Day for the Old Miner"", ""Strong Reaction to Cost Estimate"", ""Complete Shutdown for Svea and Lunckefjell""]",Svea–Lunckefjell Mine Closure,approved,Generated English label approved.
p_113,63,Longyearbyen energy supply,True,high,"The articles consistently cover Longyearbyen’s electricity and heating supply, particularly diesel generation, backup power, engine failures, emergency preparedness, costs, and energy infrastructure. District-heating and cable-network stories remain part of the same local energy system.",gpt-5.6-sol,contextual-cluster-label-v1,3d6bec80e9784cc88b8a64a1177f94c959fefc507efbc7b15af1af37930d9858,"[""Called Emergency Meetings"", ""LL Wants the State to Pick Up the Entire Bill"", ""“We always have to draw the shortest straw”"", ""New backup power plant ordered"", ""Reserve Power East to Shut Down"", ""Free showers at Svalbardhallen when district heating is shut off"", ""Diesel problems"", ""Received new version of report"", ""Mapping Longyearbyen"", ""“General Condition Is Expected to Be Good”"", ""Armed Forces to provide generator for energy supply"", ""Self-sufficient for heat, yet still has to pay 150,000 for district heating"", ""Local Council leader Aunevik: “It provides important room for manoeuvre”"", ""Rent: 4.2 Million Kroner a Year"", ""New energy supply—a painfully embarrassing process"", ""Mine 7 Supplies Power to the Town"", ""Experts to Find Out Why the Engines Keep Stopping"", ""“The coal-fired power plant is not an adequate backup solution”"", ""Forced onto the district-heating network"", ""Could Be Ready for Operation Shortly""]",Longyearbyen energy supply,approved,Generated English label approved.
p_114,50,Longyearbyen energy costs,True,high,"The articles consistently cover rising electricity and heating tariffs, allocation of transition and backup-power costs, customer billing, subsidies, and local political oversight of Longyearbyen’s energy system.",gpt-5.6-sol,contextual-cluster-label-v1,c8621b8c8cfa94884f1dfd1121d89bbd11570bd1d5518f5c9f175a594919d6cb,"[""Gets Deduction for Electricity and Heating Paid In"", ""LL Wants the State to Pick Up the Entire Bill"", ""Almost Everything Is Getting More Expensive"", ""“We should have put a stop to it”"", ""Watch a Recording of the Meeting on Energy Fees Here"", ""Energy-Efficiency Help on the Way"", ""– We have asked SEAS to explain what actually happened"", ""“As Long as We Have Overall Responsibility, We Should Be Told What’s Going On”"", ""“If we remove them, the company will go bankrupt”"", ""Ministry of Justice to assess legality"", ""Proposes 75 percent fee increase"", ""“I don’t understand the anxiety. Moving the matter forward is harmless”"", ""This is how they plan to solve the energy crunch"", ""Asked for a legality review—and won"", ""“The proposal that caused the least trouble”"", ""Electricity price to be reset"", ""The Big Four send energy dispute to ministry"", ""“Unrest benefits no one”"", ""Residents on higher energy prices: “It’s going to be very expensive”"", ""“It Will Obviously Be Far Too Expensive”""]",Longyearbyen energy costs,approved,Generated English label approved.
p_115,9,Svalbard earthquakes,True,high,"All articles concern earthquakes in or near the Svalbard region, including their magnitude, detection, effects, and scientific investigation.",gpt-5.6-sol,contextual-cluster-label-v1,a4d05363c23e08abee7ed5814e837846ad74e2e7eb9f755a90342465920fa8cb,"[""Earthquake near Svalbard"", ""Felt dizzy and nauseous after the tremors"", ""4.7-magnitude earthquake recorded in Storfjorden"", ""Earthquake measured at 5.8 on the Richter scale off Svalbard"", ""Earthquakes on Svalbard"", ""Earthquake on Svalbard"", ""“An unsettling earthquake—but it isn’t dangerous”"", ""Earthquake West of Svalbard"", ""Tectonic Plates Shifted Four Times Over the Weekend""]",Svalbard earthquakes,approved,Generated English label approved.
p_116,19,Mark Sabbatini,True,high,"The cluster overwhelmingly follows Icepeople editor Mark Sabbatini—his newspaper, financial and housing hardships, injuries, community support, expulsion, and later life in the United States. A few broader articles mention him only incidentally, but they do not outweigh the clear biographical focus.",gpt-5.6-sol,contextual-cluster-label-v1,7a5479a6a12073ef3f7ccb44b093029a0cb66f6b08d9e3430b66dc318d7b5538,"[""Must leave the island"", ""Fears Four More Years of Trump"", ""Grateful for all the help"", ""Wants Preservation, Says No to Funding"", ""“It’s Incredibly Sad”"", ""Sabbatini Before and After"", ""Mark Moves to the Campground"", ""“I’ve Never Had It This Tough”"", ""Mark Moves to the Campground"", ""“The Only Place That Has Ever Felt Like Home”"", ""Down for the Count—Again"", ""Part 3 of 4: A Hundred Voices on Svalbard"", ""“Good to Be Able to Walk Again”"", ""You have to seize the opportunities that come your way"", ""Worked Until the Very End"", ""“I’ve Never Had It This Tough”"", ""Never thought Icepeople would celebrate its tenth anniversary"", ""“A hard blow”"", ""“We Can Feel the Government and Administration Tightening Their Grip on Svalbard”""]",Mark Sabbatini and Icepeople,approved,English label revised during manual review.
